region,fluggebiet,site_name,latitude,longitude,elevation_m,windrichtung,ideal_wind_max_kmh,slope_azimuth,slope_angle,kritischer_foehn,Bemerkungen
Zentralschweiz,Bonistock,Bonistock,46.778092,8.290389,2158,N-NO,30,,,Süd,
Zentralschweiz,Bruniswald,Bruniswald,46.864328,8.396514,1562,W-NW,30,,,Süd,
Zentralschweiz,Brändlen,Brändlen 1,46.904889,8.409694,1247,WNW-NNW,30,,,Süd,
Zentralschweiz,Brändlen,Brändlen 2,46.902633,8.409892,1219,SSW-SSO,30,,,Süd,
Zentralschweiz,Brüsti,Brüsti 1,46.843833,8.606158,1540,NNO-ONO,30,,,Süd,
Zentralschweiz,Brüsti,Brüsti 2,46.843494,8.601186,1592,OSO-SSO,30,,,Süd,
Zentralschweiz,Buochser Horn,Buochser Horn,46.945039,8.428739,1793,SW-W,30,,,Süd,
Zentralschweiz,Büelen,Büelen,46.880959,8.365563,1095,O-SO,30,,,Süd,
Zentralschweiz,Chulm,Chulm,46.945661,8.550864,1838,WNW-WSW,30,,,Süd,
Zentralschweiz,Dossen,Dossen 1,47.027125,8.498619,1681,NNO-ONO,30,,,Süd,
Zentralschweiz,Dossen,Dossen 2,47.025449,8.499728,1665,SSW-WSW,30,,,Süd,
Zentralschweiz,Eggbergen,Eggbergen 1,46.903667,8.651750,1592,WNW-NNW,30,,,Süd,
Zentralschweiz,Eggbergen,Eggbergen 2,46.904236,8.643742,1428,W-NW,30,,,Süd,
Zentralschweiz,Farneren,Farneren 1,46.935019,8.043436,1544,N-NO,30,,,Süd,
Zentralschweiz,Farneren,Farneren 2,46.929153,8.033261,1510,S-SW,30,,,Süd,
Zentralschweiz,Fisetenpass,Fisetenpass,46.885750,8.934914,2051,WNW-NNW,30,,,Süd,
Zentralschweiz,Gemsstock,Gemsstock,46.604253,8.611958,2853,N-NO,30,,,Süd,
Zentralschweiz,Gitschenberg,Gitschenberg,46.877353,8.590400,1364,NNO-ONO,30,,,Süd,
Zentralschweiz,Gitschenen,Gitschenen,46.902444,8.504533,1580,OSO-SSO,30,,,Süd,
Zentralschweiz,Gotterli,Gotterli,47.012186,8.578025,1361,WNW-NNW,30,,,Süd,
Zentralschweiz,Gottschalkenberg,Gottschalkenberg,47.157500,8.648500,1162,NNW-NNO,30,,,Süd,
Zentralschweiz,Gurschenalp,Gurschenalp,46.616992,8.596911,2278,NW-N,30,,,Süd,
Zentralschweiz,Göschnenalpsee,Göschenenalpsee,46.647389,8.498050,1795,ONO-OSO,30,,,Süd,
Zentralschweiz,Gütsch,Gütsch,46.648069,8.610181,2086,SSW-WSW,30,,,Süd,
Zentralschweiz,Hagleren,Hagleren,46.836214,8.042628,1936,SSW-SSO,30,,,Süd,
Zentralschweiz,Haldi,Haldi,46.861447,8.676525,1152,SSW-WSW,30,,,Süd,
Zentralschweiz,Haldigrat,Haldigrat 1,46.902398,8.440633,1968,S-SW,30,,,Süd,
Zentralschweiz,Haldigrat,Haldigrat 2,46.902739,8.439839,1932,S-SW,30,,,Süd,
Zentralschweiz,Herlisberg,Herlisberg,47.198167,8.232744,714,NNO-ONO,30,,,Süd,
Zentralschweiz,Hochflue,Hochflue,47.011097,8.557636,1541,WNW-WSW,30,,,Süd,
Zentralschweiz,Klewenalp,Klewenalp,46.940211,8.476036,1594,NW-NO,30,,,Süd,
Zentralschweiz,Linderenalp,Linderenalp,46.870528,8.297142,1541,NW-N,30,,,Süd,
Zentralschweiz,Lutersee,Lutersee,46.855978,8.344067,1382,ONO-OSO,30,,,Süd,
Zentralschweiz,Marbachegg,Marbachegg 1,46.834706,7.904714,1479,WNW-NNW,30,,,Süd,
Zentralschweiz,Marbachegg,Marbachegg 2,46.832533,7.902858,1461,SO-S,30,,,Süd,
Zentralschweiz,Melchsee-Frutt,Melchsee-Frutt,46.778553,8.268794,1900,N-NO,30,,,Süd,
Zentralschweiz,Mettenen,Mettenen,46.880247,8.781386,1815,SSW-SSO,30,,,Süd,
Zentralschweiz,Musenalp,Musenalp,46.929044,8.442561,1751,WNW-NNW,30,,,Süd,
Zentralschweiz,Niederbauen - Emmetten,Niederbauen,46.946778,8.536444,1590,WNW-NNW,30,,,Süd,
Zentralschweiz,Nätschen,Nätschen,46.644397,8.607500,1869,SSW-WSW,30,,,Süd,
Zentralschweiz,Ober Büelen,Ober Büelen,46.854142,8.270425,1524,WNW-NNW,30,,,Süd,
Zentralschweiz,Ramenegg,Ramenegg,47.101892,8.614836,1124,ONO-OSO,30,,,Süd,
Zentralschweiz,Ratzi,Ratzi,46.888392,8.728911,1606,S-W,30,,,Süd,
Zentralschweiz,Rophaien,Rophaien,46.928108,8.646597,2063,N-O,30,,,Süd,
Zentralschweiz,Rotenfluespitz,Rotenfluespitz,46.877803,7.942397,1519,WNW-WSW,30,,,Süd,
Zentralschweiz,Ruedlen,Ruedlen,46.898367,8.317283,1277,SSW-WSW,30,,,Süd,
Zentralschweiz,Ruelen,Ruelen,46.898364,8.317425,1269,WNW-WSW,30,,,Süd,
Zentralschweiz,Ruogig,Ruogig,46.906036,8.690506,1859,SSW-WSW,30,,,Süd,
Zentralschweiz,Schartihöreli,Schartihöreli 1,46.896339,8.568022,1583,NO-O,30,,,Süd,
Zentralschweiz,Schartihöreli,Schartihöreli 2,46.891492,8.566661,1565,ONO-OSO,30,,,Süd,
Zentralschweiz,Schimbrig,Schimbrig,46.939836,8.114192,1807,WNW-NNW,30,,,Süd,
Zentralschweiz,Schön Chulm,Schön Chulm,46.916961,8.672844,2031,SSW-WSW,30,,,Süd,
Zentralschweiz,Schönbüel,Schönbüel,46.787344,8.098933,2011,SSW-SSO,30,,,Süd,
Zentralschweiz,Sittlisalp,Sittlisalp,46.854728,8.756997,1813,NNW-NNO,30,,,Süd,
Zentralschweiz,Spierberg,Spierberg,46.885989,7.992053,1512,OSO-SSO,30,,,Süd,
Zentralschweiz,Stanserhorn,Stanserhorn 1,46.929788,8.341176,1818,NNW-NNO,30,,,Süd,
Zentralschweiz,Stanserhorn,Stanserhorn 2,46.931026,8.343902,1818,SSW-SSO,30,,,Süd,
Zentralschweiz,Titlis,Titlis,46.773444,8.434219,3163,WNW-NNW,30,,,Süd,
Zentralschweiz,Tätsch,Tätsch,46.599219,8.480269,2296,OSO-SSO,30,,,Süd,
Zentralschweiz,Vitznau-Hinterbergen,Vitznau-Hinterbergen,47.012719,8.498092,1021,SSW-SSO,30,,,Süd,
Zentralschweiz,Wannelen,Wannelen,46.857061,8.788878,1628,NNW-NNO,30,,,Süd,
Zentralschweiz,Wirzweli,Wirzweli 1,46.913972,8.366917,1228,NNO-ONO,30,,,Süd,
Zentralschweiz,Wirzweli,Wirzweli 2,46.909170,8.375272,1474,W-NW,30,,,Süd,
Zentralschweiz,Wirzweli,Wirzweli 3,46.901659,8.361715,1567,N-NO,30,,,Süd,
Zentralschweiz,Wirzweli,Wirzweli 4,46.902431,8.365445,1599,SO-S,30,,,Süd,
Zentralschweiz,Wängihorn,Wängihorn,46.858406,8.713169,1923,SW-W,30,,,Süd,
Zürich,Alp Scheidegg,Alp Scheidegg,47.304667,8.943983,1209,SW-W,30,,,Süd,
Zürich,Oberrieden,Oberrieden Start-/Landeplatz,47.267236,8.575086,576,NNO-ONO,30,,,Süd,
